Project Name,Year,Day,Month,Field Number,Bin Number,Species,Total Length (mm),Total Weight (g)
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-280823-006A,1,Lepomis gibbosus,40,0.95
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-280823-006A,1,Lepomis gibbosus,72,6.24
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-280823-006A,1,Notemigonus crysoleucas,115,11.68
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-280823-006A,1,Micropterus nigricans,101,12.36
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Pomoxis nigromaculatus,225,180
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis macrochirus,150,75.67
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis macrochirus,143,59.92
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis macrochirus,145,58.97
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis macrochirus,107,22.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Amia ocellicauda,410,620
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Amia ocellicauda,400,510
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Amia ocellicauda,495,1050
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,154,74.77
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,176,130
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,142,57.61
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,119,31.07
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,81,8.71
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,147,65.68
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-001A,1,Lepomis gibbosus,115,29.59
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-002A,1,Lepomis gibbosus,78,8.68
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-002A,1,Lepomis gibbosus,67,4.98
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-002A,1,Lepomis gibbosus,78,8.39
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-002A,1,Notemigonus crysoleucas,54,1.05
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Pomoxis nigromaculatus,258,270
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Pomoxis nigromaculatus,160,50
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Pomoxis nigromaculatus,197,130
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,167,80
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,173,100
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,183,120
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,160,90
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,110,25.18
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,35,0.68
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,44,1.15
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis macrochirus,39,0.88
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Amia ocellicauda,505,1040
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Erimyzon sucetta,210,110
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis gibbosus,163,80
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis gibbosus,42,1.03
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis gibbosus,42,1.16
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis gibbosus,40,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis gibbosus,40,0.92
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis sp,35,0.75
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Lepomis sp,33,0.58
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-003A,1,Micropterus nigricans,312,390
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Pomoxis nigromaculatus,69,4.55
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis macrochirus,44,1.25
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis macrochirus,39,0.71
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis gibbosus,65,4.65
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis gibbosus,69,5.55
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis gibbosus,60,3.45
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis gibbosus,75,7.09
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis gibbosus,39,0.87
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-004A,1,Lepomis sp,41,1.08
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Pomoxis nigromaculatus,65,3.58
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Pomoxis nigromaculatus,62,2.83
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis macrochirus,99,17.64
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis macrochirus,102,18.78
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis macrochirus,86,10.98
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis macrochirus,143,50
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis macrochirus,175,120
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Erimyzon sucetta,122,22.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,110,25.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,83,10.05
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,84,10.55
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,177,120
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,184,160
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,149,70
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,138,50
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,134,40
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,143,60
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,121,40
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus,84,10.13
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Umbra limi,27,0.19
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Umbra limi,27,0.19
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Lepomis gibbosus X Lepomis macrochirus,109,23.58
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-005A,1,Ameiurus melas,125,24
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Pomoxis nigromaculatus,240,220
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis macrochirus,173,110
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis macrochirus,77,8.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis macrochirus,39,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Erimyzon sucetta,50,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Erimyzon sucetta,49,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Erimyzon sucetta,50,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Erimyzon sucetta,173,70.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,188,150.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,153,78.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,135,46.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,156,79.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,128,39.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,64,4.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,67,5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,44,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis gibbosus,147,73.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis sp,39,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis sp,37,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Lepomis sp,29,0
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,128,18.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,105,8.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,103,8.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,118,13.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,103,8.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,9.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,107,9.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,112,10.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,10.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,107,10.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,112,12.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,94,7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,10.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,103,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,10.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,118,13.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,101,8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,111,10.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,105,9.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,115,12.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,118,14.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,103,8.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,104,9.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,103,9.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,10.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,114,13.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,102,8.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,110,11.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,99,7.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,97,7.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,115,11.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,112,11.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,102,8.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,106,10
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,96,7.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,104,8.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,96,7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,125,17
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,97,7.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,105,9.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,96,6.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,109,10.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,117,13.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,109,11.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,53,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,49,0.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,106,9.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Notemigonus crysoleucas,56,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-290823-006A,1,Ameiurus melas,290,300
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Pomoxis nigromaculatus,79,5.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Pomoxis nigromaculatus,198,122.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Pomoxis nigromaculatus,69,3.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis macrochirus,51,1.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Erimyzon sucetta,63,2.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,71,5.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,84,10.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,78,7.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,73,6.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,87,10.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,85,10.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,87,10.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,93,14.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,76,7.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,79,7.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,65,4.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,47,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,44,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis gibbosus,43,1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis sp,38,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis sp,37,0.7
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis sp,43,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Lepomis sp,44,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,65,2.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,63,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,107,9.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,67,2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,59,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,107,7.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,95,6.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,100,7.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,111,11.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,117,11.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,64,2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,105,9.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,57,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,61,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,58,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,63,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,62,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,57,1.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,61,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,54,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,67,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,65,1.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,113,11.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,63,1.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,57,1.3
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,68,2.2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,65,2
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,65,1.9
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,59,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,110,10.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,110,10.8
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.6
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,55,1.1
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,61,1.4
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,60,1.5
2023 Lake Chubsucker - St. Clair NWA,2023,23,August,2023-LCS-NWA-300823-001A,1,Notemigonus crysoleucas,54,1.1
